Table with row headers in column A and column headers in rows 5 through 7,,,,,,,,,,
"Number of Firms, Number of Establishments, Employment, and Annual Payroll by Enterprise Employment Size for the United States and States, Totals:  2013",,,,,,,,,,
,,,,,,,,,, release date: 2/9/2016
"SOURCE: 2013 County Business Patterns.  For information on confidentiality protection, sampling error, and nonsampling error, see http://www.census.gov/econ/susb/methodology.html.",,,,,,,,,,
"For definitions, see http://www.census.gov/econ/susb/definitions.html.",,,,,,,,,,
FIPS  CODE,GEOGRAPHIC AREA DESCRIPTION,ENTERPRISE EMPLOYMENT SIZE,NUMBER OF FIRMS,NUMBER OF ESTABLISHMENTS,EMPLOYMENT,EMPLOYMENT NOISE FLAG,"ANNUAL PAYROLL ($1,000)",ANNUAL PAYROLL NOISE FLAG,,
,,,,,,,,,,
,,,,,,,,,,
28,Mississippi,06:  20-99,"4,022","5,494","145,267",G,"4,643,122",G,,
28,Mississippi,07:  100-499,"1,107","3,269","117,157",G,"4,035,818",G,,
28,Mississippi,08:  <500,"42,816","46,878","425,573",G,"13,428,672",G,,
28,Mississippi,09:  500+,"1,703","11,557","477,065",G,"18,268,752",G,,
29,Missouri,01:  Total,"117,319","150,290","2,355,336",G,"98,487,068",G,,
29,Missouri,02:  0-4,"70,761","70,823","114,945",G,"3,595,629",G,,
29,Missouri,03:  5-9,"18,404","18,572","120,514",G,"3,789,928",G,,
29,Missouri,04:  10-19,"11,779","12,418","156,562",G,"5,066,635",G,,
29,Missouri,05:  <20,"100,944","101,813","392,021",G,"12,452,192",G,,
29,Missouri,06:  20-99,"10,822","14,607","402,480",G,"14,322,670",G,,
29,Missouri,07:  100-499,"2,654","7,894","315,682",G,"12,612,726",G,,
29,Missouri,08:  <500,"114,420","124,314","1,110,183",G,"39,387,588",G,,
29,Missouri,09:  500+,"2,899","25,976","1,245,153",G,"59,099,480",G,,
30,Montana,01:  Total,"31,636","36,529","350,196",G,"12,446,590",G,,
30,Montana,02:  0-4,"20,053","20,065","31,278",G,"1,041,145",G,,
30,Montana,03:  5-9,"5,225","5,264","34,274",G,"965,235",G,,
30,Montana,04:  10-19,"2,884","3,078","38,546",G,"1,163,882",G,,
30,Montana,05:  <20,"28,162","28,407","104,098",G,"3,170,262",G,,
30,Montana,06:  20-99,"2,142","2,910","74,708",G,"2,342,724",G,,
30,Montana,07:  100-499,499,"1,536","57,129",G,"2,041,152",G,,
30,Montana,08:  <500,"30,803","32,853","235,935",G,"7,554,138",G,,
30,Montana,09:  500+,833,"3,676","114,261",G,"4,892,452",G,,
31,Nebraska,01:  Total,"42,189","52,585","830,073",G,"33,113,578",G,,
31,Nebraska,02:  0-4,"24,631","24,664","40,880",H,"1,302,331",G,,
31,Nebraska,03:  5-9,"7,036","7,122","46,192",G,"1,385,378",G,,
31,Nebraska,04:  10-19,"4,227","4,474","56,068",G,"1,793,324",G,,
31,Nebraska,05:  <20,"35,894","36,260","143,140",G,"4,481,033",G,,
31,Nebraska,06:  20-99,"3,813","5,287","137,713",G,"4,847,530",G,,
31,Nebraska,07:  100-499,"1,006","3,182","113,156",G,"4,386,157",G,,
31,Nebraska,08:  <500,"40,713","44,729","394,009",G,"13,714,720",G,,
31,Nebraska,09:  500+,"1,476","7,856","436,064",G,"19,398,858",G,,
32,Nevada,01:  Total,"48,244","60,306","1,047,657",G,"41,600,674",G,,
32,Nevada,02:  0-4,"28,066","28,101","43,075",G,"2,123,865",G,,
32,Nevada,03:  5-9,"7,466","7,518","49,132",G,"1,709,427",G,,
32,Nevada,04:  10-19,"4,802","5,016","62,999",G,"2,295,043",G,,
32,Nevada,05:  <20,"40,334","40,635","155,206",G,"6,128,335",G,,
32,Nevada,06:  20-99,"4,293","5,316","147,106",G,"5,487,189",G,,
32,Nevada,07:  100-499,"1,491","2,982","125,862",G,"4,643,096",G,,
32,Nevada,08:  <500,"46,118","48,933","428,174",G,"16,258,620",G,,
32,Nevada,09:  500+,"2,126","11,373","619,483",G,"25,342,054",G,,
33,New Hampshire,01:  Total,"30,427","37,185","551,793",G,"24,905,652",G,,
33,New Hampshire,02:  0-4,"16,904","16,929","29,312",G,"1,241,323",G,,
33,New Hampshire,03:  5-9,"5,356","5,391","35,097",G,"1,291,208",G,,
33,New Hampshire,04:  10-19,"3,253","3,392","42,953",G,"1,701,129",G,,
33,New Hampshire,05:  <20,"25,513","25,712","107,362",G,"4,233,660",G,,
33,New Hampshire,06:  20-99,"2,854","3,537","100,022",G,"4,255,727",G,,
33,New Hampshire,07:  100-499,777,"1,849","79,324",G,"3,543,820",G,,
33,New Hampshire,08:  <500,"29,144","31,098","286,708",G,"12,033,207",G,,
33,New Hampshire,09:  500+,"1,283","6,087","265,085",G,"12,872,445",G,,
34,New Jersey,01:  Total,"194,184","230,281","3,492,216",G,"195,072,595",G,,
34,New Jersey,02:  0-4,"120,376","120,513","203,893",G,"8,580,231",G,,
34,New Jersey,03:  5-9,"31,580","31,825","206,742",G,"8,186,766",G,,
34,New Jersey,04:  10-19,"18,672","19,258","248,202",G,"10,602,968",G,,
34,New Jersey,05:  <20,"170,628","171,596","658,837",G,"27,369,965",G,,
34,New Jersey,06:  20-99,"16,400","19,068","606,512",G,"28,680,869",G,,
34,New Jersey,07:  100-499,"3,880","8,108","484,055",G,"24,990,663",G,,
34,New Jersey,08:  <500,"190,908","198,772","1,749,404",G,"81,041,497",G,,
34,New Jersey,09:  500+,"3,276","31,509","1,742,812",G,"114,031,098",G,,
35,New Mexico,01:  Total,"34,866","43,736","597,988",G,"22,920,528",G,,
35,New Mexico,02:  0-4,"19,340","19,366","33,441",G,"1,121,327",G,,
35,New Mexico,03:  5-9,"5,936","5,989","38,943",G,"1,195,425",G,,
35,New Mexico,04:  10-19,"3,775","3,922","50,219",G,"1,650,859",G,,
35,New Mexico,05:  <20,"29,051","29,277","122,603",G,"3,967,611",G,,
35,New Mexico,06:  20-99,"3,362","4,410","118,251",G,"3,995,171",G,,
35,New Mexico,07:  100-499,909,"2,336","90,776",G,"3,424,900",G,,
35,New Mexico,08:  <500,"33,322","36,023","331,630",G,"11,387,682",G,,
35,New Mexico,09:  500+,"1,544","7,713","266,358",G,"11,532,846",G,,
