Table with row headers in column A and column headers in rows 5 through 7,,,,,,,,,,,,,
"Number of Firms, Number of Establishments, Employment, and Annual Payroll by Enterprise Employment Size for the United States and States, Totals:  2015",,,,,,,,,,,,, release date: 9/29/2017
,,,,,,,,,,,,,
"SOURCE: 2015 County Business Patterns.  For information on confidentiality protection, sampling error, and nonsampling error, see http://www.census.gov/programs-surveys/susb/technical-documentation/methodology.html.",,,,,,,,,,,,,
"For definitions, see http://www.census.gov/programs-surveys/susb/about/glossary.html.",,,,,,,,,,,,,
FIPS  CODE,GEOGRAPHIC AREA DESCRIPTION,ENTERPRISE EMPLOYMENT SIZE,NUMBER OF FIRMS,NUMBER OF ESTABLISHMENTS,EMPLOYMENT,EMPLOYMENT NOISE FLAG,"ANNUAL PAYROLL ($1,000)",ANNUAL PAYROLL NOISE FLAG,,,,,
32,Nevada,04:  10-19,"5,216","5,416","68,888",G,"2,559,075",G,,,,,
32,Nevada,05:  <20,"42,140","42,458","164,321",G,"6,810,032",G,,,,,
32,Nevada,06:  20-99,"4,629","5,591","162,979",G,"6,108,453",G,,,,,
32,Nevada,07:  100-499,"1,588","3,375","147,235",G,"5,837,376",G,,,,,
32,Nevada,08:  <500,"48,357","51,424","474,535",G,"18,755,861",G,,,,,
32,Nevada,09:  500+,"2,205","11,959","655,430",G,"27,839,812",G,,,,,
33,New Hampshire,01:  Total,"30,574","37,669","576,424",G,"28,076,320",G,,,,,
33,New Hampshire,02:  0-4,"16,825","16,851","28,298",G,"1,312,511",G,,,,,
33,New Hampshire,03:  5-9,"5,399","5,442","35,685",G,"1,402,944",G,,,,,
33,New Hampshire,04:  10-19,"3,321","3,450","44,172",G,"1,867,368",G,,,,,
33,New Hampshire,05:  <20,"25,545","25,743","108,155",G,"4,582,823",G,,,,,
33,New Hampshire,06:  20-99,"2,910","3,535","103,317",G,"4,676,515",G,,,,,
33,New Hampshire,07:  100-499,784,"2,009","79,876",G,"3,795,942",G,,,,,
33,New Hampshire,08:  <500,"29,239","31,287","291,348",G,"13,055,280",G,,,,,
33,New Hampshire,09:  500+,"1,335","6,382","285,076",G,"15,021,040",G,,,,,
34,New Jersey,01:  Total,"193,960","230,961","3,558,619",G,"209,072,015",G,,,,,
34,New Jersey,02:  0-4,"119,455","119,596","198,703",G,"9,245,606",G,,,,,
34,New Jersey,03:  5-9,"31,615","31,874","206,897",G,"8,458,106",G,,,,,
34,New Jersey,04:  10-19,"18,942","19,500","252,624",G,"11,238,144",G,,,,,
34,New Jersey,05:  <20,"170,012","170,970","658,224",G,"28,941,856",G,,,,,
34,New Jersey,06:  20-99,"16,663","19,156","619,428",G,"30,290,809",G,,,,,
34,New Jersey,07:  100-499,"3,933","8,119","494,380",G,"27,025,525",G,,,,,
34,New Jersey,08:  <500,"190,608","198,245","1,772,032",G,"86,258,190",G,,,,,
34,New Jersey,09:  500+,"3,352","32,716","1,786,587",G,"122,813,825",G,,,,,
35,New Mexico,01:  Total,"34,569","43,793","626,284",G,"25,145,307",G,,,,,
35,New Mexico,02:  0-4,"18,880","18,905","31,967",G,"1,168,075",G,,,,,
35,New Mexico,03:  5-9,"5,946","5,996","38,866",G,"1,253,415",G,,,,,
35,New Mexico,04:  10-19,"3,837","3,995","50,843",G,"1,756,079",G,,,,,
35,New Mexico,05:  <20,"28,663","28,896","121,676",G,"4,177,569",G,,,,,
35,New Mexico,06:  20-99,"3,374","4,311","117,793",G,"4,076,293",G,,,,,
35,New Mexico,07:  100-499,941,"2,383","100,171",G,"3,930,996",G,,,,,
35,New Mexico,08:  <500,"32,978","35,590","339,640",G,"12,184,858",G,,,,,
35,New Mexico,09:  500+,"1,591","8,203",0,S,0,S,,,,,
36,New York,01:  Total,"462,660","540,298","7,998,994",G,"513,083,321",G,,,,,
36,New York,02:  0-4,"302,430","302,698","484,866",G,"23,033,139",G,,,,,
36,New York,03:  5-9,"70,783","71,248","462,801",G,"19,360,808",G,,,,,
36,New York,04:  10-19,"41,664","42,909","556,150",G,"24,586,201",G,,,,,
36,New York,05:  <20,"414,877","416,855","1,503,817",G,"66,980,148",G,,,,,
36,New York,06:  20-99,"35,402","41,818","1,334,036",G,"69,516,854",G,,,,,
36,New York,07:  100-499,"7,752","19,247","1,178,037",G,"72,061,706",G,,,,,
36,New York,08:  <500,"458,031","477,920","4,015,890",G,"208,558,708",G,,,,,
36,New York,09:  500+,"4,629","62,378","3,983,104",G,"304,524,613",G,,,,,
37,North Carolina,01:  Total,"171,419","223,209","3,670,284",G,"164,936,258",G,,,,,
37,North Carolina,02:  0-4,"101,516","101,681","163,958",G,"6,373,587",G,,,,,
37,North Carolina,03:  5-9,"28,863","29,155","189,666",G,"6,361,505",G,,,,,
37,North Carolina,04:  10-19,"17,706","18,538","236,459",G,"8,124,175",G,,,,,
37,North Carolina,05:  <20,"148,085","149,374","590,083",G,"20,859,267",G,,,,,
37,North Carolina,06:  20-99,"15,885","20,693","583,541",G,"21,253,164",G,,,,,
37,North Carolina,07:  100-499,"3,789","10,978","454,042",G,"18,672,273",G,,,,,
37,North Carolina,08:  <500,"167,759","181,045","1,627,666",G,"60,784,704",G,,,,,
37,North Carolina,09:  500+,"3,660","42,164","2,042,618",G,"104,151,554",G,,,,,
38,North Dakota,01:  Total,"20,370","24,848","365,893",G,"17,184,756",G,,,,,
38,North Dakota,02:  0-4,"11,157","11,167","18,021",G,"773,021",G,,,,,
38,North Dakota,03:  5-9,"3,412","3,448","22,369",G,"817,371",G,,,,,
38,North Dakota,04:  10-19,"2,251","2,389","30,060",G,"1,169,761",G,,,,,
38,North Dakota,05:  <20,"16,820","17,004","70,450",G,"2,760,153",G,,,,,
38,North Dakota,06:  20-99,"2,059","2,794","75,599",G,"3,199,416",G,,,,,
38,North Dakota,07:  100-499,581,"1,578","64,899",G,"2,847,025",G,,,,,
38,North Dakota,08:  <500,"19,460","21,376","210,948",G,"8,806,594",G,,,,,
38,North Dakota,09:  500+,910,"3,472","154,945",G,"8,378,162",G,,,,,
39,Ohio,01:  Total,"185,470","251,668","4,719,985",G,"213,161,303",G,,,,,
39,Ohio,02:  0-4,"99,228","99,419","171,189",G,"6,656,801",G,,,,,
39,Ohio,03:  5-9,"34,293","34,718","226,597",G,"7,659,274",G,,,,,
39,Ohio,04:  10-19,"22,470","23,655","300,957",G,"10,840,454",G,,,,,
39,Ohio,05:  <20,"155,991","157,792","698,743",G,"25,156,529",G,,,,,
39,Ohio,06:  20-99,"20,389","26,584","773,875",G,"30,238,255",G,,,,,
39,Ohio,07:  100-499,"4,999","14,828","699,349",G,"30,093,107",G,,,,,
39,Ohio,08:  <500,"181,379","199,204","2,171,967",G,"85,487,891",G,,,,,
39,Ohio,09:  500+,"4,091","52,464","2,548,018",G,"127,673,412",G,,,,,
40,Oklahoma,01:  Total,"73,194","93,093","1,370,988",G,"59,124,620",G,,,,,
40,Oklahoma,02:  0-4,"42,664","42,763","71,167",G,"2,697,533",G,,,,,
40,Oklahoma,03:  5-9,"12,368","12,483","81,502",G,"2,668,321",G,,,,,
40,Oklahoma,04:  10-19,"7,401","7,801","98,242",G,"3,416,835",G,,,,,
40,Oklahoma,05:  <20,"62,433","63,047","250,911",G,"8,782,689",G,,,,,
40,Oklahoma,06:  20-99,"6,752","8,905","253,445",G,"9,151,836",G,,,,,
40,Oklahoma,07:  100-499,"1,762","5,094","208,441",G,"8,756,178",G,,,,,
40,Oklahoma,08:  <500,"70,947","77,046","712,797",G,"26,690,703",G,,,,,
40,Oklahoma,09:  500+,"2,247","16,047","658,191",G,"32,433,917",G,,,,,
41,Oregon,01:  Total,"91,715","112,393","1,498,727",G,"71,006,598",G,,,,,
41,Oregon,02:  0-4,"54,002","54,069","88,250",G,"3,328,409",G,,,,,
41,Oregon,03:  5-9,"15,896","16,066","104,414",G,"3,396,435",G,,,,,
41,Oregon,04:  10-19,"9,849","10,272","130,553",G,"4,517,318",G,,,,,
41,Oregon,05:  <20,"79,747","80,407","323,217",G,"11,242,162",G,,,,,
41,Oregon,06:  20-99,"7,839","10,321","283,171",G,"11,284,603",G,,,,,
41,Oregon,07:  100-499,"1,883","6,343","217,270",G,"9,430,912",G,,,,,
41,Oregon,08:  <500,"89,469","97,071","823,658",G,"31,957,677",G,,,,,
41,Oregon,09:  500+,"2,246","15,322","675,069",G,"39,048,921",G,,,,,
42,Pennsylvania,01:  Total,"230,057","299,695","5,306,896",G,"257,626,942",G,,,,,
42,Pennsylvania,02:  0-4,"130,122","130,281","225,132",G,"8,710,081",G,,,,,
42,Pennsylvania,03:  5-9,"41,411","41,875","272,114",G,"9,479,549",G,,,,,
42,Pennsylvania,04:  10-19,"25,695","26,880","344,472",G,"13,195,424",G,,,,,
42,Pennsylvania,05:  <20,"197,228","199,036","841,718",G,"31,385,054",G,,,,,
42,Pennsylvania,06:  20-99,"23,190","29,584","879,561",G,"36,840,047",G,,,,,
42,Pennsylvania,07:  100-499,"5,429","15,557","754,509",G,"34,608,113",G,,,,,
42,Pennsylvania,08:  <500,"225,847","244,177","2,475,788",G,"102,833,214",G,,,,,
42,Pennsylvania,09:  500+,"4,210","55,518","2,831,108",G,"154,793,728",G,,,,,
44,Rhode Island,01:  Total,"24,169","28,387","425,748",G,"19,704,826",G,,,,,
44,Rhode Island,02:  0-4,"13,874","13,887","22,285",G,"984,341",G,,,,,
44,Rhode Island,03:  5-9,"3,954","3,986","25,865",G,"982,523",G,,,,,
44,Rhode Island,04:  10-19,"2,434","2,496","32,117",G,"1,259,215",G,,,,,
44,Rhode Island,05:  <20,"20,262","20,369","80,267",G,"3,226,079",G,,,,,
44,Rhode Island,06:  20-99,"2,231","2,612","80,178",G,"3,300,050",G,,,,,
44,Rhode Island,07:  100-499,581,"1,291","63,809",G,"2,895,737",G,,,,,
44,Rhode Island,08:  <500,"23,074","24,272","224,254",G,"9,421,866",G,,,,,
44,Rhode Island,09:  500+,"1,095","4,115","201,494",G,"10,282,960",H,,,,,
45,South Carolina,01:  Total,"79,649","103,973","1,662,251",G,"66,120,263",G,,,,,
45,South Carolina,02:  0-4,"45,385","45,472","76,778",G,"2,756,085",G,,,,,
45,South Carolina,03:  5-9,"13,783","13,971","90,463",G,"2,872,349",G,,,,,
45,South Carolina,04:  10-19,"8,446","8,815","112,924",G,"3,726,072",G,,,,,
45,South Carolina,05:  <20,"67,614","68,258","280,165",G,"9,354,506",G,,,,,
45,South Carolina,06:  20-99,"7,471","9,321","271,986",G,"9,255,278",G,,,,,
45,South Carolina,07:  100-499,"2,020","5,428","224,861",G,"8,322,256",G,,,,,
45,South Carolina,08:  <500,"77,105","83,007","777,012",G,"26,932,040",G,,,,,
45,South Carolina,09:  500+,"2,544","20,966","885,239",G,"39,188,223",G,,,,,
46,South Dakota,01:  Total,"22,113","26,511","353,540",G,"13,812,997",G,,,,,
46,South Dakota,02:  0-4,"12,629","12,639","20,408",G,"725,900",G,,,,,
46,South Dakota,03:  5-9,"3,778","3,821","24,780",G,"756,817",G,,,,,
46,South Dakota,04:  10-19,"2,339","2,464","30,764",G,"965,148",G,,,,,
46,South Dakota,05:  <20,"18,746","18,924","75,952",G,"2,447,865",G,,,,,
46,South Dakota,06:  20-99,"1,935","2,649","69,450",G,"2,448,544",G,,,,,
46,South Dakota,07:  100-499,565,"1,774","64,292",G,"2,331,689",G,,,,,
46,South Dakota,08:  <500,"21,246","23,347","209,694",G,"7,228,098",G,,,,,
46,South Dakota,09:  500+,867,"3,164","143,846",G,"6,584,899",G,,,,,
47,Tennessee,01:  Total,"97,091","133,344","2,507,205",G,"110,481,280",G,,,,,
47,Tennessee,02:  0-4,"51,884","51,987","92,075",G,"3,593,009",G,,,,,
47,Tennessee,03:  5-9,"17,703","17,926","116,480",G,"3,921,547",G,,,,,
47,Tennessee,04:  10-19,"11,099","11,681","147,950",G,"5,531,869",G,,,,,
47,Tennessee,05:  <20,"80,686","81,594","356,505",G,"13,046,425",G,,,,,
47,Tennessee,06:  20-99,"10,268","13,334","378,646",G,"15,345,352",G,,,,,
47,Tennessee,07:  100-499,"2,889","7,771","335,865",G,"14,538,506",G,,,,,
47,Tennessee,08:  <500,"93,843","102,699","1,071,016",G,"42,930,283",G,,,,,
47,Tennessee,09:  500+,"3,248","30,645","1,436,189",G,"67,550,997",G,,,,,
48,Texas,01:  Total,"428,461","569,091","10,239,710",G,"521,095,797",G,,,,,
48,Texas,02:  0-4,"246,691","247,071","411,495",G,"19,895,978",G,,,,,
48,Texas,03:  5-9,"74,514","75,350","490,164",G,"18,735,812",G,,,,,
48,Texas,04:  10-19,"47,555","49,598","636,974",G,"24,960,654",G,,,,,
48,Texas,05:  <20,"368,760","372,019","1,538,633",G,"63,592,444",G,,,,,
48,Texas,06:  20-99,"43,507","54,934","1,658,816",G,"69,155,630",G,,,,,
48,Texas,07:  100-499,"10,308","29,030","1,474,200",G,"70,528,736",G,,,,,
48,Texas,08:  <500,"422,575","455,983","4,671,649",G,"203,276,810",G,,,,,
48,Texas,09:  500+,"5,886","113,108","5,568,061",G,"317,818,987",G,,,,,
49,Utah,01:  Total,"62,916","75,463","1,203,954",G,"51,453,266",G,,,,,
49,Utah,02:  0-4,"38,706","38,745","55,016",G,"2,322,812",G,,,,,
49,Utah,03:  5-9,"9,264","9,344","61,019",G,"1,994,604",G,,,,,
49,Utah,04:  10-19,"6,145","6,338","82,297",G,"2,779,804",G,,,,,
49,Utah,05:  <20,"54,115","54,427","198,332",G,"7,097,220",G,,,,,
49,Utah,06:  20-99,"5,379","6,684","200,033",G,"7,764,688",G,,,,,
49,Utah,07:  100-499,"1,366","3,181","159,429",G,"6,877,422",G,,,,,
49,Utah,08:  <500,"60,860","64,292","557,794",G,"21,739,330",G,,,,,
49,Utah,09:  500+,"2,056","11,171","646,160",G,"29,713,936",G,,,,,
50,Vermont,01:  Total,"18,126","21,121","266,363",G,"10,615,093",G,,,,,
50,Vermont,02:  0-4,"10,598","10,606","17,491",G,"715,073",G,,,,,
50,Vermont,03:  5-9,"3,070","3,102","20,192",G,"691,213",G,,,,,
50,Vermont,04:  10-19,"1,822","1,905","23,876",G,"816,350",G,,,,,
50,Vermont,05:  <20,"15,490","15,613","61,559",G,"2,222,636",G,,,,,
50,Vermont,06:  20-99,"1,528","2,033","53,877",G,"2,096,797",G,,,,,
50,Vermont,07:  100-499,353,"1,056","42,662",G,"1,872,010",G,,,,,
50,Vermont,08:  <500,"17,371","18,702","158,098",G,"6,191,443",G,,,,,
50,Vermont,09:  500+,755,"2,419","108,265",G,"4,423,650",G,,,,,
51,Virginia,01:  Total,"150,984","197,384","3,198,718",G,"165,788,897",G,,,,,
51,Virginia,02:  0-4,"87,735","87,855","144,493",G,"6,224,838",G,,,,,
51,Virginia,03:  5-9,"25,262","25,538","166,034",G,"6,185,102",G,,,,,
51,Virginia,04:  10-19,"16,348","17,036","217,153",G,"8,676,615",G,,,,,
51,Virginia,05:  <20,"129,345","130,429","527,680",G,"21,086,555",G,,,,,
51,Virginia,06:  20-99,"14,552","18,204","536,990",G,"24,516,646",G,,,,,
51,Virginia,07:  100-499,"3,619","9,869","439,162",G,"23,489,484",G,,,,,
51,Virginia,08:  <500,"147,516","158,502","1,503,832",G,"69,092,685",G,,,,,
51,Virginia,09:  500+,"3,468","38,882","1,694,886",G,"96,696,212",G,,,,,
53,Washington,01:  Total,"149,765","182,913","2,602,408",G,"149,258,789",G,,,,,
53,Washington,02:  0-4,"89,919","90,011","142,791",G,"6,129,749",G,,,,,
53,Washington,03:  5-9,"25,864","26,081","169,751",G,"6,161,181",G,,,,,
53,Washington,04:  10-19,"15,359","15,966","203,204",G,"8,107,566",G,,,,,
53,Washington,05:  <20,"131,142","132,058","515,746",G,"20,398,496",G,,,,,
53,Washington,06:  20-99,"12,513","15,754","452,931",G,"20,411,540",G,,,,,
53,Washington,07:  100-499,"3,118","8,386","370,406",G,"19,714,912",G,,,,,
53,Washington,08:  <500,"146,773","156,198","1,339,083",G,"60,524,948",G,,,,,
53,Washington,09:  500+,"2,992","26,715","1,263,325",G,"88,733,841",G,,,,,
54,West Virginia,01:  Total,"27,535","36,993","565,435",G,"22,159,084",G,,,,,
54,West Virginia,02:  0-4,"14,464","14,486","26,217",G,"803,503",G,,,,,
54,West Virginia,03:  5-9,"5,233","5,281","34,281",G,"971,453",G,,,,,
54,West Virginia,04:  10-19,"3,161","3,352","41,988",G,"1,293,591",G,,,,,
54,West Virginia,05:  <20,"22,858","23,119","102,486",G,"3,068,547",G,,,,,
54,West Virginia,06:  20-99,"2,638","3,731","96,237",G,"3,341,265",G,,,,,
54,West Virginia,07:  100-499,759,"2,256","81,490",G,"2,910,718",G,,,,,
54,West Virginia,08:  <500,"26,255","29,106","280,213",G,"9,320,530",G,,,,,
54,West Virginia,09:  500+,"1,280","7,887","285,222",G,"12,838,554",G,,,,,
55,Wisconsin,01:  Total,"108,745","139,500","2,503,532",G,"112,406,494",G,,,,,
55,Wisconsin,02:  0-4,"59,550","59,663","98,585",G,"3,980,514",G,,,,,
55,Wisconsin,03:  5-9,"19,103","19,306","125,802",G,"4,099,481",G,,,,,
55,Wisconsin,04:  10-19,"12,708","13,315","170,417",G,"5,811,847",G,,,,,
55,Wisconsin,05:  <20,"91,361","92,284","394,804",G,"13,891,842",G,,,,,
55,Wisconsin,06:  20-99,"11,906","15,955","456,321",G,"17,152,826",G,,,,,
55,Wisconsin,07:  100-499,"2,830","8,286","394,362",G,"17,152,072",G,,,,,
55,Wisconsin,08:  <500,"106,097","116,525","1,245,487",G,"48,196,740",G,,,,,
55,Wisconsin,09:  500+,"2,648","22,975","1,258,045",G,"64,209,754",G,,,,,
56,Wyoming,01:  Total,"18,111","21,040","219,881",G,"10,094,010",G,,,,,
56,Wyoming,02:  0-4,"10,816","10,822","17,302",G,"721,821",G,,,,,
56,Wyoming,03:  5-9,"2,939","2,962","19,441",G,"657,380",G,,,,,
56,Wyoming,04:  10-19,"1,786","1,867","23,538",G,"839,699",G,,,,,
56,Wyoming,05:  <20,"15,541","15,651","60,281",G,"2,218,900",G,,,,,
56,Wyoming,06:  20-99,"1,377","1,890","46,758",G,"1,905,803",G,,,,,
56,Wyoming,07:  100-499,404,916,"30,626",G,"1,375,012",G,,,,,
56,Wyoming,08:  <500,"17,322","18,457","137,665",G,"5,499,715",G,,,,,
56,Wyoming,09:  500+,789,"2,583","82,216",G,"4,594,295",G,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
