Table with row headers in column A and column headers in rows 5 through 7,,,,,,,,,
"Number of Firms, Number of Establishments, Employment, and Annual Payroll by Enterprise Employment Size for the United States and States, Totals:  2011",,,,,,,, release date:12/2013,
,,,,,,,,,
"SOURCE: 2011 County Business Patterns.  For information on confidentiality protection, sampling error, nonsampling error, and definitions, see http://www.census.gov/econ/susb/methodology.html",,,,,,,,,
FIPS CODE,AREA DESCRIPTION,ENTERPRISE EMPLOYMENT SIZE,NUMBER OF FIRMS,NUMBER OF ESTABLISHMENTS,EMPLOYMENT,EMPLOYMENT NOISE FLAG,"ANNUAL PAYROLL ($1,000)",ANNUAL PAYROLL NOISE FLAG,
38,North Dakota,8:   <500,"17,846","19,603","182,314",G,"6,445,722",G,
38,North Dakota,9:   500+,766,"2,767","123,750",G,"5,835,367",G,
39,Ohio,1:   Total,"187,655","250,476","4,432,849",G,"182,110,083",G,
39,Ohio,2:   0-4,"102,718","102,955","179,927",G,"6,158,756",G,
39,Ohio,3:   5-9,"34,882","35,418","230,193",G,"7,137,792",G,
39,Ohio,4:   10-19,"22,080","23,362","295,631",G,"9,877,452",G,
39,Ohio,5:   <20,"159,680","161,735","705,751",G,"23,174,000",G,
39,Ohio,6:   20-99,"19,547","25,819","738,055",G,"26,915,872",G,
39,Ohio,7:   100-499,"4,638","14,023","630,789",G,"24,126,253",G,
39,Ohio,8:   <500,"183,865","201,577","2,074,595",G,"74,216,125",G,
39,Ohio,9:   500+,"3,790","48,899","2,358,254",G,"107,893,958",G,
40,Oklahoma,1:   Total,"71,397","89,749","1,261,590",G,"49,373,824",G,
40,Oklahoma,2:   0-4,"41,674","41,751","71,656",G,"2,397,787",G,
40,Oklahoma,3:   5-9,"12,449","12,583","81,413",G,"2,447,295",G,
40,Oklahoma,4:   10-19,"7,375","7,761","98,462",G,"3,147,549",G,
40,Oklahoma,5:   <20,"61,498","62,095","251,531",G,"7,992,631",G,
40,Oklahoma,6:   20-99,"6,244","8,234","236,385",G,"8,075,192",G,
40,Oklahoma,7:   100-499,"1,596","4,597","187,974",G,"7,051,302",G,
40,Oklahoma,8:   <500,"69,338","74,926","675,890",G,"23,119,125",G,
40,Oklahoma,9:   500+,"2,059","14,823","585,700",G,"26,254,699",G,
41,Oregon,1:   Total,"87,018","106,340","1,341,841",G,"56,092,081",G,
41,Oregon,2:   0-4,"52,391","52,473","86,742",G,"2,798,558",G,
41,Oregon,3:   5-9,"14,909","15,088","98,011",G,"2,894,711",G,
41,Oregon,4:   10-19,"8,945","9,436","118,479",G,"3,678,779",G,
41,Oregon,5:   <20,"76,245","76,997","303,232",G,"9,372,048",G,
41,Oregon,6:   20-99,"6,927","9,302","248,194",G,"9,047,813",G,
41,Oregon,7:   100-499,"1,740","5,780","198,874",G,"7,743,455",G,
41,Oregon,8:   <500,"84,912","92,079","750,300",G,"26,163,316",G,
41,Oregon,9:   500+,"2,106","14,261","591,541",G,"29,928,765",G,
42,Pennsylvania,1:   Total,"229,048","295,720","5,078,111",G,"222,252,066",G,
42,Pennsylvania,2:   0-4,"129,991","130,219","229,717",G,"7,867,437",G,
42,Pennsylvania,3:   5-9,"41,556","42,080","272,778",G,"8,749,120",G,
42,Pennsylvania,4:   10-19,"25,759","27,035","344,506",G,"12,285,127",G,
42,Pennsylvania,5:   <20,"197,306","199,334","847,001",G,"28,901,684",G,
42,Pennsylvania,6:   20-99,"22,501","28,728","851,086",G,"33,052,688",G,
42,Pennsylvania,7:   100-499,"5,243","15,713","732,114",G,"29,900,959",G,
42,Pennsylvania,8:   <500,"225,050","243,775","2,430,201",G,"91,855,331",G,
42,Pennsylvania,9:   500+,"3,998","51,945","2,647,910",G,"130,396,735",G,
44,Rhode Island,1:   Total,"24,203","28,181","406,222",G,"17,274,591",G,
44,Rhode Island,2:   0-4,"14,133","14,153","23,088",G,"878,390",G,
44,Rhode Island,3:   5-9,"3,950","3,992","25,794",G,"915,427",G,
44,Rhode Island,4:   10-19,"2,401","2,477","31,861",G,"1,172,835",G,
44,Rhode Island,5:   <20,"20,484","20,622","80,743",G,"2,966,652",G,
44,Rhode Island,6:   20-99,"2,109","2,463","75,861",G,"2,931,154",G,
44,Rhode Island,7:   100-499,575,"1,330","65,535",G,"2,623,404",G,
44,Rhode Island,8:   <500,"23,168","24,415","222,139",G,"8,521,210",G,
44,Rhode Island,9:   500+,"1,035","3,766","184,083",G,"8,753,381",H,
45,South Carolina,1:   Total,"77,203","100,481","1,521,123",G,"54,433,127",G,
45,South Carolina,2:   0-4,"44,299","44,403","76,820",G,"2,380,213",G,
45,South Carolina,3:   5-9,"13,713","13,921","89,714",G,"2,544,734",G,
45,South Carolina,4:   10-19,"8,115","8,569","108,022",G,"3,177,639",G,
45,South Carolina,5:   <20,"66,127","66,893","274,556",G,"8,102,586",G,
45,South Carolina,6:   20-99,"6,846","8,812","246,451",G,"7,933,428",G,
45,South Carolina,7:   100-499,"1,843","5,192","198,061",G,"6,616,591",G,
45,South Carolina,8:   <500,"74,816","80,897","719,068",G,"22,652,605",G,
45,South Carolina,9:   500+,"2,387","19,584","802,055",G,"31,780,522",G,
46,South Dakota,1:   Total,"21,442","25,494","326,749",G,"11,188,600",G,
46,South Dakota,2:   0-4,"12,322","12,341","20,589",G,"633,077",G,
46,South Dakota,3:   5-9,"3,687","3,732","24,208",G,"656,623",G,
46,South Dakota,4:   10-19,"2,314","2,428","30,417",G,"863,038",G,
46,South Dakota,5:   <20,"18,323","18,501","75,214",G,"2,152,738",G,
46,South Dakota,6:   20-99,"1,815","2,566","65,543",G,"2,028,443",G,
46,South Dakota,7:   100-499,523,"1,677","56,768",G,"1,953,731",G,
46,South Dakota,8:   <500,"20,661","22,744","197,525",G,"6,134,912",G,
46,South Dakota,9:   500+,781,"2,750","129,224",G,"5,053,688",G,
47,Tennessee,1:   Total,"96,143","129,489","2,300,542",G,"91,783,286",G,
47,Tennessee,2:   0-4,"52,537","52,643","96,015",G,"3,276,164",G,
47,Tennessee,3:   5-9,"17,435","17,682","114,781",G,"3,585,970",G,
47,Tennessee,4:   10-19,"10,909","11,545","145,190",G,"4,880,191",G,
47,Tennessee,5:   <20,"80,881","81,870","355,986",G,"11,742,325",G,
47,Tennessee,6:   20-99,"9,593","12,504","352,147",G,"13,277,859",G,
47,Tennessee,7:   100-499,"2,653","7,606","309,784",G,"12,234,006",G,
47,Tennessee,8:   <500,"93,127","101,980","1,017,917",G,"37,254,190",G,
47,Tennessee,9:   500+,"3,016","27,509","1,282,625",G,"54,529,096",G,
48,Texas,1:   Total,"395,817","525,420","8,987,663",G,"414,113,062",G,
48,Texas,2:   0-4,"229,492","229,980","395,595",G,"17,020,240",G,
48,Texas,3:   5-9,"70,283","71,122","461,091",G,"16,074,007",G,
48,Texas,4:   10-19,"43,695","45,892","585,024",G,"21,053,341",G,
48,Texas,5:   <20,"343,470","346,994","1,441,710",G,"54,147,588",G,
48,Texas,6:   20-99,"38,150","49,197","1,448,038",G,"55,925,839",G,
48,Texas,7:   100-499,"8,813","26,005","1,230,053",G,"53,908,272",G,
48,Texas,8:   <500,"390,433","422,196","4,119,801",G,"163,981,699",G,
48,Texas,9:   500+,"5,384","103,224","4,867,862",G,"250,131,363",G,
49,Utah,1:   Total,"57,455","68,747","1,029,103",G,"39,922,601",G,
49,Utah,2:   0-4,"35,651","35,705","52,190",H,"1,908,341",G,
49,Utah,3:   5-9,"8,560","8,663","56,261",G,"1,644,165",G,
49,Utah,4:   10-19,"5,521","5,742","73,196",G,"2,204,929",G,
49,Utah,5:   <20,"49,732","50,110","181,647",G,"5,757,435",G,
49,Utah,6:   20-99,"4,619","5,866","169,821",G,"5,986,131",G,
49,Utah,7:   100-499,"1,201","2,793","134,857",G,"5,468,843",G,
49,Utah,8:   <500,"55,552","58,769","486,325",G,"17,212,409",G,
49,Utah,9:   500+,"1,903","9,978","542,778",G,"22,710,192",G,
50,Vermont,1:   Total,"18,361","21,190","264,208",G,"9,589,916",G,
50,Vermont,2:   0-4,"10,993","11,013","18,290",G,"654,964",G,
50,Vermont,3:   5-9,"3,029","3,056","19,783",G,"620,542",G,
50,Vermont,4:   10-19,"1,820","1,915","23,897",G,"746,110",G,
50,Vermont,5:   <20,"15,842","15,984","61,970",G,"2,021,616",G,
50,Vermont,6:   20-99,"1,458","1,980","51,684",G,"1,850,599",G,
50,Vermont,7:   100-499,359,"1,095","43,106",G,"1,712,650",G,
50,Vermont,8:   <500,"17,659","19,059","156,760",G,"5,584,865",G,
50,Vermont,9:   500+,702,"2,131","107,448",G,"4,005,051",G,
51,Virginia,1:   Total,"146,922","191,063","3,029,030",G,"145,346,258",G,
51,Virginia,2:   0-4,"85,837","85,995","146,360",G,"5,514,102",G,
51,Virginia,3:   5-9,"25,175","25,511","165,602",G,"5,752,394",G,
51,Virginia,4:   10-19,"15,741","16,493","209,202",G,"7,736,306",G,
51,Virginia,5:   <20,"126,753","127,999","521,164",G,"19,002,802",G,
51,Virginia,6:   20-99,"13,450","17,010","493,802",G,"21,051,145",G,
51,Virginia,7:   100-499,"3,409","9,169","416,835",G,"20,646,665",G,
51,Virginia,8:   <500,"143,612","154,178","1,431,801",G,"60,700,612",G,
51,Virginia,9:   500+,"3,310","36,885","1,597,229",G,"84,645,646",G,
53,Washington,1:   Total,"142,185","173,511","2,355,123",G,"118,647,827",G,
53,Washington,2:   0-4,"86,952","87,079","141,260",G,"5,171,828",G,
53,Washington,3:   5-9,"24,351","24,614","159,498",G,"5,346,173",G,
53,Washington,4:   10-19,"14,177","14,855","187,306",G,"6,765,829",G,
53,Washington,5:   <20,"125,480","126,548","488,064",G,"17,283,830",G,
53,Washington,6:   20-99,"11,081","14,516","403,197",G,"16,752,467",G,
53,Washington,7:   100-499,"2,841","7,911","330,558",G,"15,319,652",G,
53,Washington,8:   <500,"139,402","148,975","1,221,819",G,"49,355,949",G,
53,Washington,9:   500+,"2,783","24,536","1,133,304",G,"69,291,878",G,
54,West Virginia,1:   Total,"28,977","38,150","568,344",G,"20,681,836",G,
54,West Virginia,2:   0-4,"15,368","15,407","28,510",G,"754,172",G,
54,West Virginia,3:   5-9,"5,569","5,636","36,269",G,"949,171",G,
54,West Virginia,4:   10-19,"3,367","3,522","44,635",G,"1,302,103",G,
54,West Virginia,5:   <20,"24,304","24,565","109,414",G,"3,005,446",G,
54,West Virginia,6:   20-99,"2,709","3,877","98,579",G,"3,231,969",G,
54,West Virginia,7:   100-499,754,"2,257","86,401",G,"3,002,777",G,
54,West Virginia,8:   <500,"27,767","30,699","294,394",G,"9,240,192",G,
54,West Virginia,9:   500+,"1,210","7,451","273,950",G,"11,441,644",G,
55,Wisconsin,1:   Total,"108,918","138,045","2,354,284",G,"95,532,272",G,
55,Wisconsin,2:   0-4,"60,478","60,618","101,741",G,"3,664,183",G,
55,Wisconsin,3:   5-9,"19,083","19,340","125,171",G,"3,767,540",G,
55,Wisconsin,4:   10-19,"12,896","13,561","172,952",G,"5,323,800",G,
55,Wisconsin,5:   <20,"92,457","93,519","399,864",G,"12,755,523",G,
55,Wisconsin,6:   20-99,"11,326","15,276","429,513",G,"15,000,284",G,
55,Wisconsin,7:   100-499,"2,653","7,895","370,705",G,"14,215,124",G,
55,Wisconsin,8:   <500,"106,436","116,690","1,200,082",G,"41,970,931",G,
55,Wisconsin,9:   500+,"2,482","21,355","1,154,202",G,"53,561,341",G,
56,Wyoming,1:   Total,"17,604","20,329","208,385",G,"9,109,733",G,
56,Wyoming,2:   0-4,"10,590","10,602","17,441",H,"653,350",G,
56,Wyoming,3:   5-9,"2,943","2,965","19,331",G,"605,133",G,
56,Wyoming,4:   10-19,"1,767","1,866","23,122",G,"796,448",G,
56,Wyoming,5:   <20,"15,300","15,433","59,894",G,"2,054,931",G,
56,Wyoming,6:   20-99,"1,230","1,664","41,417",G,"1,588,738",G,
56,Wyoming,7:   100-499,360,804,"29,434",G,"1,239,518",G,
56,Wyoming,8:   <500,"16,890","17,901","130,745",G,"4,883,187",G,
56,Wyoming,9:   500+,714,"2,428","77,640",G,"4,226,546",G,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
